Spørsmål;Svar;linker
arbeidsgivers ansvar HMS-arbeidet;Arbeidsgiver hovedansvaret HMS-arbeidet ansvarlig arbeidsmiljøet forsvarlig samsvar arbeidsmiljøloven . innebærer sørge etablert systematisk HMS-arbeid sentralt lokalt, at det er gjennomført risikoanalyser og kartlegging av arbeidsmiljøet, og at det er etablert klare prosedyrer for avviksbehandling og rapportering av skader. Arbeidsgiver skal også sørge for at ansatte får nødvendig opplæring og informasjon om HMS-tiltak og at det er etablert en vernetjeneste som ivaretar arbeidstakernes interesser i HMS-spørsmål;
hva HB dokument ; HB 2.D.14.1 Husbankens dokument HMS-arbeidet . beskriver Husbankens HMS-arbeidet, ansvarsfordeling, kartlegging og risikovurdering, avviksbehandling og rutiner ved skade, samt retningslinjer for trivsel og arbeidsmiljø. Dokumentet er tilgjengelig for ansatte i Husbanken på intranettet eller på Husbankens HMS-side på nettet. Hvis du er ansatt i Husbanken, kan du få tilgang til dokumentet ved å logge deg inn på intranettet eller besøke HMS-siden på nettet.;http://husnettet-d/HR-Portalen/Regelverk/Sider/default.aspx
Hva vernetjenesten?;Vernetjenesten består verneombudene, som er arbeidstakernes representant i HMS-spørsmål, og har ansvar for å ivareta deres interesser i saker som angår arbeidsmiljøet. Ledelsen er ansvarlig for å etablere vernetjenesten. Verneombudet skal påse at arbeidet er tilrettelagt slik at arbeidstakerne kan utføre arbeidet uten fare for helse og sikkerhet, at arbeidstakerne mottar nødvendig instruksjon og opplæring, og at bedriften melder fra om arbeidsulykker og lignende. Det skal gjøres kjent på arbeidsplassen hvem som fungerer som verneombud, og Husbanken har et hovedverneombud for hele Husbanken. Kontorer med mer enn ett verneombud skal ha et koordinerende verneombud Her kan du lese mer om: roller i HMS-arbeidet;
vernetjenesten;Vernetjenesten består verneombudene, som er arbeidstakernes representant i HMS-spørsmål, og har ansvar for å ivareta deres interesser i saker som angår arbeidsmiljøet. Ledelsen er ansvarlig for å etablere vernetjenesten. Verneombudet skal påse at arbeidet er tilrettelagt slik at arbeidstakerne kan utføre arbeidet uten fare for helse og sikkerhet, at arbeidstakerne mottar nødvendig instruksjon og opplæring, og at bedriften melder fra om arbeidsulykker og lignende. Det skal gjøres kjent på arbeidsplassen hvem som fungerer som verneombud, og Husbanken har et hovedverneombud for hele Husbanken. Kontorer med mer enn ett verneombud skal ha et koordinerende verneombud Her kan du lese mer om: roller i HMS-arbeidet;
Hva verneombudenes rolle HMS-spørsmål?;Verneombudene rolle HMS-spørsmål . arbeidstakernes representant saker angår arbeidsmiljøet, og skal ivareta deres interesser. Verneombudet skal påse at arbeidet er tilrettelagt slik at arbeidstakerne kan utføre arbeidet uten fare for helse og sikkerhet, at arbeidstakerne mottar nødvendig instruksjon og opplæring, og at bedriften melder fra om arbeidsulykker og lignende. Verneombudet skal også delta i det organiserte vernearbeidet og bidra til gjennomføringen av HMS-tiltak. Ledelsen er ansvarlig for å etablere vernetjenesten;
verneombudenes rolle;Verneombudene rolle HMS-spørsmål . arbeidstakernes representant saker angår arbeidsmiljøet, og skal ivareta deres interesser. Verneombudet skal påse at arbeidet er tilrettelagt slik at arbeidstakerne kan utføre arbeidet uten fare for helse og sikkerhet, at arbeidstakerne mottar nødvendig instruksjon og opplæring, og at bedriften melder fra om arbeidsulykker og lignende. Verneombudet skal også delta i det organiserte vernearbeidet og bidra til gjennomføringen av HMS-tiltak. Ledelsen er ansvarlig for å etablere vernetjenesten;
Hva verneombudet påse?;Verneombudet påse arbeidet tilrettelagt arbeidstakerne utføre arbeidet fare helse sikkerhet, at arbeidstakerne mottar nødvendig instruksjon og opplæring, og at bedriften melder fra om arbeidsulykker og lignende. Det skal gjøres kjent på arbeidsplassen hvem det er som fungerer som verneombud. Husbanken har et hovedverneombud for hele Husbanken, og kontorer med mer enn ett verneombud skal ha et koordinerende verneombud;
verneombudet påse?;Verneombudet påse arbeidet tilrettelagt arbeidstakerne utføre arbeidet fare helse sikkerhet, at arbeidstakerne mottar nødvendig instruksjon og opplæring, og at bedriften melder fra om arbeidsulykker og lignende. Det skal gjøres kjent på arbeidsplassen hvem det er som fungerer som verneombud. Husbanken har et hovedverneombud for hele Husbanken, og kontorer med mer enn ett verneombud skal ha et koordinerende verneombud;
verneombudet;Verneombudet påse arbeidet tilrettelagt arbeidstakerne utføre arbeidet fare helse sikkerhet, at arbeidstakerne mottar nødvendig instruksjon og opplæring, og at bedriften melder fra om arbeidsulykker og lignende. Det skal gjøres kjent på arbeidsplassen hvem det er som fungerer som verneombud. Husbanken har et hovedverneombud for hele Husbanken, og kontorer med mer enn ett verneombud skal ha et koordinerende verneombud;
verneombud;Verneombudet påse arbeidet tilrettelagt arbeidstakerne utføre arbeidet fare helse sikkerhet, at arbeidstakerne mottar nødvendig instruksjon og opplæring, og at bedriften melder fra om arbeidsulykker og lignende. Det skal gjøres kjent på arbeidsplassen hvem det er som fungerer som verneombud. Husbanken har et hovedverneombud for hele Husbanken, og kontorer med mer enn ett verneombud skal ha et koordinerende verneombud;
Hvem ansvarlig etablere vernetjenesten?;Ledelsen ansvarlig etablere vernetjenesten ;
ansvarlig etablere vernetjenesten;Ledelsen ansvarlig etablere vernetjenesten ;
etablere vernetjenesten;Ledelsen ansvarlig etablere vernetjenesten ;
Hva risikoanalyse?;en risikoanalyse kartlegging hva galt arbeidsplass hva gjøres forhindre . risikovurdering utgangspunkt spørsmålene : Hva galt ? Hva forhindre ? Hva redusere konsekvensene ? Hvert lokal ledelse foreta risikoanalyse utarbeide handlingsplan sikkerhets- arbeidsmiljøarbeidet ;
  risikoanalyse?;en risikoanalyse kartlegging hva galt arbeidsplass hva gjøres forhindre . risikovurdering utgangspunkt spørsmålene : Hva galt ? Hva forhindre ? Hva redusere konsekvensene ? Hvert lokal ledelse foreta risikoanalyse utarbeide handlingsplan sikkerhets- arbeidsmiljøarbeidet ;
Hva formålet risikovurdering?;Formålet risikovurdering identifisere potensielle farer risikoer arbeidsplassen, vurdere konsekvensene av disse risikoene og utarbeide tiltak for å forebygge ulykker og helsefarlige situasjoner. Dette bidrar til å sikre et trygt og sikkert arbeidsmiljø for alle ansatte ;
formålet risikovurdering;Formålet risikovurdering identifisere potensielle farer risikoer arbeidsplassen, vurdere konsekvensene av disse risikoene og utarbeide tiltak for å forebygge ulykker og helsefarlige situasjoner. Dette bidrar til å sikre et trygt og sikkert arbeidsmiljø for alle ansatte ;
Hva aktuelle kartleggingsmetoder HMS-arbeidet?;Aktuelle kartleggingsmetoder HMS-arbeidet risikoanalyse vernerunde . Risikoanalyse kartlegging hva galt arbeidsplass hva gjøres forhindre . Vernerunde kartlegging fysiske arbeidsmiljøet systematiske HMS-arbeidet ;
kartleggingsmetoder HMS-arbeidet?;Aktuelle kartleggingsmetoder HMS-arbeidet risikoanalyse vernerunde . Risikoanalyse kartlegging hva galt arbeidsplass hva gjøres forhindre . Vernerunde kartlegging fysiske arbeidsmiljøet systematiske HMS-arbeidet ;
kartleggingsmetode;Aktuelle kartleggingsmetoder HMS-arbeidet risikoanalyse vernerunde . Risikoanalyse kartlegging hva galt arbeidsplass hva gjøres forhindre . Vernerunde kartlegging fysiske arbeidsmiljøet systematiske HMS-arbeidet ;
Kartlegging;Aktuelle kartleggingsmetoder HMS-arbeidet risikoanalyse vernerunde . Risikoanalyse kartlegging hva galt arbeidsplass hva gjøres forhindre . Vernerunde kartlegging fysiske arbeidsmiljøet systematiske HMS-arbeidet ;
Hva risikovurdering utgangspunkt ? ; risikovurdering utgangspunkt spørsmålene : Hva galt ? Hva forhindre ? Hva redusere konsekvensene ? ;
risikovurdering;En risikovurdering utgangspunkt spørsmålene : Hva galt ? Hva forhindre ? Hva redusere konsekvensene ? ;
Hva formålet vernerunde HMS-arbeidet ? ; Formålet vernerunde HMS-arbeidet kartlegge fysiske arbeidsmiljøet . Lederen ansvarlig arbeidsmiljøet kartlegges, og vernerunden er en del av det systematiske HMS-arbeidet for å sikre at nødvendige tiltak iverksettes;
Hvilke verktøy tiltak brukes systematiske HMS-arbeidet?;På side 2 PDF-dokumentet beskrives risikoanalyse vernerunde to metoder brukes kartlegging HMS-arbeidet . nevnes foretas årlig risikoanalyse utarbeides handlingsplan sikkerhets- arbeidsmiljøarbeidet 1. beskrives medarbeiderundersøkelser ledd HMS-arbeidet, og at det skal utarbeides en årsrapport for HMS-arbeidet;
Hva Arbeidstilsynets mal risikovurdering, og hvor kan den finnes? ;Arbeidstilsynets mal for risikovurdering er et verktøy som kan brukes for å kartlegge og vurdere risikoer knyttet til arbeidsmiljøet. Denne malen kan være tilgjengelig på Arbeidstilsynets offisielle nettside under seksjonen for HMS-verktøy og -veiledninger. Det anbefales å besøke Arbeidstilsynets nettside for å finne den mest oppdaterte informasjonen og verktøyene.;
Hva handlingsplanen HMS-arbeidet, og hvordan blir den utarbeidet og godkjent? ;Handlingsplanen i HMS-arbeidet er en plan som utarbeides for å adressere og håndtere identifiserte risikoer og utfordringer knyttet til helse, miljø og sikkerhet på arbeidsplassen. Denne planen kan omfatte konkrete tiltak for å forebygge ulykker, forbedre arbeidsmiljøet og sikre at lovpålagte krav overholdes. I henhold til informasjonen fra PDF-dokumentet, blir handlingsplanen utarbeidet som en del av det systematiske HMS-arbeidet, og den skal godkjennes av kontorledelsen og innarbeides i lokalt planverk. Arbeidsmiljøutvalget/samarbeidsutvalget eller annet lokalt forum følger opp handlingsplanene, men det er ledelsen som har hovedansvaret for at vedtatte handlingsplaner følges opp;
Hva formålet medarbeiderundersøkelser HMS-arbeidet, og hvordan blir de gjennomført og fulgt opp?;Formålet med medarbeiderundersøkelser i HMS-arbeidet er å få tilbakemeldinger fra de ansatte om arbeidsmiljøet og eventuelle utfordringer som kan påvirke helse, trivsel og sikkerhet på arbeidsplassen. Disse undersøkelsene kan gi verdifull informasjon om hva som fungerer bra og hva som kan forbedres, og kan bidra til å identifisere risikoer og utfordringer som ellers kan gå ubemerket hen. Ifølge informasjonen fra PDF-dokumentet, bør medarbeiderundersøkelser gjennomføres jevnlig som en del av det systematiske HMS-arbeidet. Det er ikke gitt detaljert informasjon om hvordan disse undersøkelsene skal gjennomføres, men det kan være vanlig å bruke spørreskjemaer eller intervjuer for å samle inn data fra de ansatte. Resultatene fra undersøkelsene bør deretter følges opp av ledelsen og eventuelt arbeidsmiljøutvalget/samarbeidsutvalget for å utvikle tiltak og forbedringer som kan bidra til å forbedre arbeidsmiljøet og redusere risikoer og utfordringer;
årsrapporten HMS-arbeidet, og hva bør den inneholde;Årsrapporten i HMS-arbeidet er en rapport som utarbeides årlig for å oppsummere HMS-arbeidet som er gjort i løpet av året. Rapporten skal gi en oversikt over hva som er gjort for å ivareta helse, miljø og sikkerhet på arbeidsplassen, og hva som eventuelt gjenstår å gjøre. Ifølge informasjonen fra PDF-dokumentet, bør årsrapporten inneholde følgende elementer: 1. Fakta om utvalget: Dato for opprettelse av utvalget, antall stemmeberettigede medlemmer, om bedriftshelsetjenesten er medlem, hvilken part som har hatt formannsvervet det siste året og hvor mange møter som har blitt holdt. 2. Hovedpunktene i utvalgets arbeid: Kort beskrivelse av hvilke oppgaver de har hatt, og hvordan de har deltatt i virksomhetens HMS-arbeid. Det er opp til HMS-utvalget eller SAMU å utforme årsrapporten, men den bør inneholde disse elementene. Årsrapporten skal ikke sendes inn til Arbeidstilsynet, men skal kunne fremvises på forspørsel. HMS-utvalget sender sin rapport til Adm direktør og HTV, mens de lokale SAMUene sender sin rapport til kontordirektøren/lokal tillitsvalgte ;http://husnettet-d/HR-Portalen/For-ansatte/SiteAssets/Sider/HMS/%C3%85rsrapport%20for%20AMU%20-%20mal.doc
årsrapporten HMS-arbeidet;Årsrapporten HMS-arbeidet rapport utarbeides årlig oppsummere HMS-arbeidet året . Rapporten oversikt hva ivareta helse, miljø og sikkerhet på arbeidsplassen, og hva som eventuelt gjenstår å gjøre. Ifølge informasjonen fra PDF-dokumentet, bør årsrapporten inneholde følgende elementer: 1. Fakta om utvalget: Dato for opprettelse av utvalget, antall stemmeberettigede medlemmer, om bedriftshelsetjenesten er medlem, hvilken part som har hatt formannsvervet det siste året og hvor mange møter som har blitt holdt. 2. Hovedpunktene i utvalgets arbeid: Kort beskrivelse av hvilke oppgaver de har hatt, og hvordan de har deltatt i virksomhetens HMS-arbeid. Det er opp til HMS-utvalget eller SAMU å utforme årsrapporten, men den bør inneholde disse elementene. Årsrapporten skal ikke sendes inn til Arbeidstilsynet, men skal kunne fremvises på forspørsel. HMS-utvalget sender sin rapport til Adm direktør og HTV, mens de lokale SAMUene sender sin rapport til kontordirektøren/lokal tillitsvalgte ;http://husnettet-d/HR-Portalen/For-ansatte/SiteAssets/Sider/HMS/%C3%85rsrapport%20for%20AMU%20-%20mal.doc
årsrapporten;Årsrapporten HMS-arbeidet rapport utarbeides årlig oppsummere HMS-arbeidet året . Rapporten oversikt hva ivareta helse, miljø og sikkerhet på arbeidsplassen, og hva som eventuelt gjenstår å gjøre. Ifølge informasjonen fra PDF-dokumentet, bør årsrapporten inneholde følgende elementer: 1. Fakta om utvalget: Dato for opprettelse av utvalget, antall stemmeberettigede medlemmer, om bedriftshelsetjenesten er medlem, hvilken part som har hatt formannsvervet det siste året og hvor mange møter som har blitt holdt. 2. Hovedpunktene i utvalgets arbeid: Kort beskrivelse av hvilke oppgaver de har hatt, og hvordan de har deltatt i virksomhetens HMS-arbeid. Det er opp til HMS-utvalget eller SAMU å utforme årsrapporten, men den bør inneholde disse elementene. Årsrapporten skal ikke sendes inn til Arbeidstilsynet, men skal kunne fremvises på forspørsel. HMS-utvalget sender sin rapport til Adm direktør og HTV, mens de lokale SAMUene sender sin rapport til kontordirektøren/lokal tillitsvalgte ;http://husnettet-d/HR-Portalen/For-ansatte/SiteAssets/Sider/HMS/%C3%85rsrapport%20for%20AMU%20-%20mal.doc
Hva årsrapporten HMS-arbeidet, og hva bør den inneholde?;Årsrapporten i HMS-arbeidet er en rapport som utarbeides årlig for å oppsummere HMS-arbeidet som er gjort i løpet av året. Rapporten skal gi en oversikt over hva som er gjort for å ivareta helse, miljø og sikkerhet på arbeidsplassen, og hva som eventuelt gjenstår å gjøre. Ifølge informasjonen fra PDF-dokumentet, bør årsrapporten inneholde følgende elementer: 1. Fakta om utvalget: Dato for opprettelse av utvalget, antall stemmeberettigede medlemmer, om bedriftshelsetjenesten er medlem, hvilken part som har hatt formannsvervet det siste året og hvor mange møter som har blitt holdt. 2. Hovedpunktene i utvalgets arbeid: Kort beskrivelse av hvilke oppgaver de har hatt, og hvordan de har deltatt i virksomhetens HMS-arbeid. Det er opp til HMS-utvalget eller SAMU å utforme årsrapporten, men den bør inneholde disse elementene. Årsrapporten skal ikke sendes inn til Arbeidstilsynet, men skal kunne fremvises på forspørsel. HMS-utvalget sender sin rapport til Adm direktør og HTV, mens de lokale SAMUene sender sin rapport til kontordirektøren/lokal tillitsvalgte ;http://husnettet-d/HR-Portalen/For-ansatte/SiteAssets/Sider/HMS/%C3%85rsrapport%20for%20AMU%20-%20mal.doc
